date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20160104,78109.0,84168.0,77375.0,81873.0,2256570.0,40.44,6.13,16.53,1.0140666647380525,1.0207273000883816,1.0030900857013585,0.9822675398301458,1.0007205005198547,1.0022836263987212,1.0002947629437398,1.000591220452276
20160105,81690.0,84075.0,81505.0,82883.0,1437362.0,40.44,6.13,16.53,1.015097320181107,1.0307047874554511,1.0122783005058125,0.9919275271746832,1.0004194439631984,1.0022151681929252,1.000242353150325,1.0004555538626902
20160106,83066.0,84902.0,81781.0,84168.0,1742930.0,40.44,6.13,16.53,1.0092960163709819,1.0354093173525643,1.0167052135122208,0.9973171326902154,1.0005560417122439,1.0026329791485407,1.000725559839693,1.0008609115024008
20160107,86554.0,90593.0,83341.0,84168.0,3135451.0,40.44,6.13,16.53,0.996235836680631,1.02422829869677,1.0052813124804063,0.9871986899654875,1.0006379003964094,1.002920484722828,1.0011039297010271,1.0011777131090867
20160108,82056.0,88573.0,81964.0,88573.0,2585582.0,40.44,6.13,16.53,1.0004250552471627,1.027503819776533,1.0093283766781331,0.9923602211163352,0.9999088838268793,1.00207281327331,1.0005348828728073,1.000541724568387
